long,lat,npp_mean,npp_flag
-15.1831531525,28.6537342072,708.072004479792,0
-15.1883354187,28.6403942108,708.072004479792,0
-15.1860399246,28.6462306976,708.072004479792,0
-15.1978702545,28.6140804291,706.366385995615,0
-15.2109165192,28.5770702362,715.485000101725,0
-15.2221317291,28.5462703705,724.059373797866,0
-15.4202051163,28.1432476044,832.935162760966,1
-15.4029436111,28.115562439,841.590021902711,1
-15.5612716675,27.2625102997,895.752770352788,0
-16.8707180023,17.9300174713,3174.16572680277,0
-16.8648796082,17.7601470947,3019.19592154587,0
-16.8638401031,17.7600421906,3019.19592154587,0
-16.8681793213,17.9178581238,3240.44332602365,0
-16.8512115479,17.9075050354,3278.55312971058,0
-16.8857383728,17.8789024353,3195.0413971261,0
-16.9006023407,17.8931274414,3179.66371488595,0
-16.7979183197,18.2683563232,3143.39081457623,0
-16.8649482727,17.7745857239,3019.19592154587,0
-16.8685321808,17.806728363,3053.97719957261,0
-17.692363739,18.5839710236,2871.56803935099,0
-18.5535697937,17.5149269104,2339.27533295597,0
-20.9044628143,13.1875486374,1232.77738960668,0
-20.8992557526,13.2173080444,1247.39628362888,0
-20.8608341217,13.3577003479,1249.18460145608,0
-20.8599147797,13.3620195389,1249.18460145608,0
-20.8594608307,13.3641462326,1249.18460145608,0
-20.8593978882,13.3644399643,1249.18460145608,0
-21.5112934113,13.1128721237,988.568637169732,0
-21.2411384583,12.5495929718,1037.24560818142,0
-21.5737323761,12.995472908,1041.36123135729,0
-21.7268981934,12.9699783325,1042.1212127403,0
-21.8765087128,12.967461586,1004.55162074851,0
-21.8779220581,12.9672470093,1004.55162074851,0
-21.8785476685,12.9677066803,1004.55162074851,0
-21.8784446716,12.9672851562,1004.55162074851,0
-22.5364551544,12.1853818893,891.126506918448,0
-22.5407314301,12.1825170517,891.126506918448,0
-22.5435943604,12.1807012558,891.126506918448,0
-22.544467926,12.1801452637,891.126506918448,0
-22.5475921631,12.1781015396,891.126506918448,0
-23.1945743561,11.9738864899,827.020551971696,0
-23.4124412537,11.9167861938,814.034617449786,0
-24.3152980804,11.7698850632,785.210580542526,0
-24.3222846985,11.7690353394,781.245634395241,0
-24.3226642609,11.7689666748,781.245634395241,0
-24.3237800598,11.7687597275,781.245634395241,0
-24.3245792389,11.7686500549,781.245634395241,0
-24.3252925873,11.7685432434,781.245634395241,0
-24.325717926,11.7684879303,781.245634395241,0
-25.4496765137,11.1818685532,697.062908298367,0
-25.4545593262,11.1782512665,697.062908298367,0
-25.6104068756,11.0488033295,664.387701708476,0
-25.6140556335,11.0458936691,664.387701708476,0
-25.6154651642,11.0447235107,664.387701708476,0
-25.6165790558,11.0438184738,670.079379024669,0
-25.6451377869,11.0194721222,670.079379024669,0
-25.1173686981,11.4100952148,725.148489634196,0
-25.9491939545,10.4013986588,651.090133418882,0
-25.9507064819,10.3990221024,651.090133418882,0
-25.9520359039,10.3969287872,651.090133418882,0
-25.9526023865,10.396068573,651.090133418882,0
-25.9537448883,10.3943195343,651.090133418882,0
-26.0066108704,10.3023767471,642.540181812487,0
-25.8493595123,10.4465112686,671.011366505252,0
-25.8493099213,10.4461021423,671.011366505252,0
-25.8497161865,10.4452171326,671.011366505252,0
-25.8499889374,10.4446620941,671.011366505252,0
-25.8507442474,10.4432516098,671.011366505252,0
-25.8509750366,10.4428262711,671.011366505252,0
-25.8512649536,10.442363739,671.011366505252,0
-25.8515415192,10.4418449402,671.011366505252,0
-25.8518886566,10.4413537979,671.011366505252,0
-26.2020301819,9.4152736664,638.97771543615,0
-26.2900943756,9.0588331223,640.55060617129,0
-26.38580513,8.9236965179,636.750965162255,0
-27.9251079559,7.8551301956,615.052972691033,0
-27.924697876,7.8554182053,615.052972691033,0
-27.915184021,7.8602333069,615.052972691033,0
-29.0530338287,12.4103899002,650.53179040273,0
-28.9654464722,13.4247903824,649.438704910899,0
-19.3911495209,24.9871177673,824.752915720999,0
-17.0154800415,27.472120285,764.771481417041,0
-16.4189300537,28.0745601654,774.900646329301,0
-15.7225933075,29.2826900482,650.759793568083,0
-15.7109737396,29.3085002899,653.22890156687,0
-15.6048879623,29.5277137756,659.783010773566,0
-14.3049297333,32.3088722229,665.864987190739,0
-9.092716217,41.8846931458,2279.86848491562,0
-9.4714899063,41.248550415,1201.22285158594,0
-9.4960832596,41.2083015442,1191.30752428036,0
-15.1015348434,32.3606147766,653.775079389031,0
-15.1152601242,32.3409004211,650.328998577833,0
-15.1285562515,32.322303772,648.836090296454,0
-21.0287189484,23.3513774872,989.714334942315,0
-21.0423812866,23.3311233521,1004.76403763236,0
-22.5662841797,20.522600174,959.069950271395,0
-21.8981018066,20.7434883118,1136.1302229515,0
-22.5872535706,20.6668682098,957.865485641843,0
-22.5865840912,20.6669445038,957.865485641843,0
-22.5859279633,20.6670074463,957.865485641843,0
-22.5857105255,20.6670322418,957.865485641843,0
-22.58527565,20.6670875549,957.865485641843,0
-22.4313659668,20.6779346466,1027.35850123554,0
-21.8288764954,20.8874893188,1152.6289327128,0
-22.6285591125,21.0994777679,973.881671608671,0
-22.4302883148,21.129655838,1000.22542124279,0
-22.7787342072,21.3073596954,906.426866029082,0
-22.7669525146,21.3129730225,919.276143694399,0
-24.872423172,17.1431312561,912.397254137377,0
-24.8948001862,17.1072425842,995.661546459652,0
-24.9153823853,17.0783252716,1109.96694408598,0
-24.9965953827,16.8900146484,1242.21732489492,1
-24.9966125488,16.889995575,1242.21732489492,1
-24.9653148651,17.0057659149,1162.91070544944,0
-24.9462604523,17.0343093872,1162.91070544944,0
-26.3408641815,18.4890022278,704.378621272768,0
-28.0610466003,18.2909412384,629.925068503574,0
-28.1956672668,18.3315639496,616.945730822885,0
-28.4887199402,17.5799179077,659.126348742105,0
-28.4433040619,17.8000068665,652.206448098766,0
-28.4423274994,17.8020782471,652.206448098766,0
-28.4417266846,17.8035736084,652.206448098766,0
-28.4416065216,17.8039150238,652.206448098766,0
-28.3885059357,17.9857406616,629.038063971941,0
-28.3882102966,17.9874706268,629.038063971941,0
-28.3881263733,17.9878158569,629.038063971941,0
-28.3872928619,17.9912719727,629.038063971941,0
-29.2610206604,18.3653430939,613.441114309768,0
-29.246339798,18.3714675903,613.441114309768,0
-29.1440258026,18.4625892639,608.211781117554,0
-29.1425991058,18.4629306793,607.014245687763,0
-29.1418800354,18.4629878998,607.014245687763,0
-29.1407661438,18.463136673,607.014245687763,0
-29.1400127411,18.4632740021,607.014245687763,0
-29.1396541595,18.4633407593,607.014245687763,0
-29.1392459869,18.463388443,607.014245687763,0
-29.13854599,18.4634609222,607.014245687763,0
-29.1378173828,18.4635219574,607.014245687763,0
-29.1370925903,18.4636096954,607.014245687763,0
-29.1267127991,18.4656734467,607.014245687763,0
-27.7267341614,18.5415344238,645.460213306684,0
-29.1668338776,18.575466156,609.849347958542,0
-29.1083126068,19.369348526,591.59996928398,0
-29.146780014,19.3481407166,591.59996928398,0
-29.4151172638,19.3051509857,575.372858118597,0
-28.9511604309,19.3932933807,590.179759626678,0
-28.172952652,19.397813797,613.22350140667,0
-28.4131202698,19.3540000916,608.114376384951,0
-28.1856460571,19.4662475586,594.482587281209,0
-27.9242458344,19.1621437073,619.96615442808,0
-25.6844768524,17.7845191956,737.145837143187,0
-25.4973316193,17.7087173462,718.228161519022,0
-24.9589920044,17.0182476044,1162.91070544944,0
-24.9807510376,16.982749939,1174.05775066012,0
-173.5056152344,57.8118133545,360.816920394868,0
-173.5056610107,57.8125991821,360.816920394868,0
-173.505279541,57.6113319397,397.895768176356,0
-173.5064239502,57.7390327454,352.246340984054,0
-173.506729126,57.8062782288,360.816920394868,0
-173.4613800049,57.787853241,365.595750205088,0
-173.4829101562,57.5783996582,422.958126900493,0
-173.4393310547,57.9150314331,373.446493012674,0
-173.4608154297,57.9579467773,364.648188561045,0
-173.4845275879,57.9742126465,344.157120264474,0
-173.4227294922,57.8721466064,363.360659157168,0
-173.4227294922,57.8717002869,363.360659157168,0
-173.4227294922,57.8715209961,363.360659157168,0
-173.4228210449,57.8706665039,363.360659157168,0
-173.4237823486,57.8127212524,375.29456233081,0
-173.423614502,57.8101997375,375.29456233081,0
-173.4234771729,57.8091201782,375.29456233081,0
-173.4234771729,57.8090515137,375.29456233081,0
-173.3938903809,57.7913322449,375.125443693899,0
-173.3934936523,57.7934341431,375.125443693899,0
-173.3933563232,57.7941856384,375.125443693899,0
-173.3931274414,57.7955856323,375.125443693899,0
-173.393081665,57.7963485718,375.125443693899,0
-173.3846893311,58.0178794861,347.846920835587,0
-173.3683776855,58.0213470459,347.846920835587,0
-173.3975830078,57.9445457458,361.978591828513,0
-173.369140625,57.9562149048,331.255835107921,0
-173.3459472656,57.8863449097,369.482071495349,0
-173.345916748,57.8781013489,369.482071495349,0
-173.3458862305,57.8779182434,369.482071495349,0
-173.3458557129,57.8777008057,369.482071495349,0
-173.3461456299,57.810585022,354.748090609043,0
-173.3460235596,57.8101654053,354.748090609043,0
-173.3460693359,57.8098335266,354.748090609043,0
-173.3459777832,57.8094673157,354.748090609043,0
-173.3458557129,57.809211731,354.748090609043,0
-173.345916748,57.8079986572,354.748090609043,0
-173.3005065918,57.9165649414,339.271321597956,0
-173.2940216064,57.7289199829,353.8519863099,0
-173.5655212402,57.6874809265,409.19327831781,0
-173.5736999512,57.6855010986,409.19327831781,0
-173.5748138428,57.6855010986,409.19327831781,0
-173.5770568848,57.6854782104,409.19327831781,0
-173.5790863037,57.6854133606,409.19327831781,0
-173.6379852295,57.6735649109,381.517692085492,0
-174.2389373779,57.7620124817,402.784734952065,0
-174.1635437012,57.7318344116,414.317046966348,0
-173.7516174316,57.6735649109,379.945015527869,0
-173.7513275146,57.6735877991,379.945015527869,0
-166.4335784912,56.3148117065,420.86707395621,0
-166.4537811279,56.3378334045,420.86707395621,0
-166.4334106445,56.2875213623,444.558969473143,0
-166.4318084717,56.2398529053,413.686741107456,0
-166.3889923096,56.3113670349,420.86707395621,0
-166.3890075684,56.3102989197,420.86707395621,0
-166.3890380859,56.3100662231,420.86707395621,0
-166.3890533447,56.3077011108,420.86707395621,0
-166.3891143799,56.3053321838,420.86707395621,0
-166.3684082031,56.3343315125,410.118230930232,0
-166.3683166504,56.3388671875,410.118230930232,0
-166.3684082031,56.3433990479,410.118230930232,0
-166.3014373779,56.4333877563,394.68362185706,0
-166.301864624,56.4478797913,394.68362185706,0
-166.301864624,56.4486656189,394.68362185706,0
-166.3018188477,56.4494514465,394.68362185706,0
-166.7094726562,56.4558982849,422.684108697746,0
-166.6673126221,56.2633209229,475.772398322679,0
-166.6964569092,56.4471855164,421.237148913773,0
-166.723739624,56.3657875061,421.723186100366,0
-166.7237243652,56.3676681519,421.723186100366,0
-166.7237091064,56.3681869507,421.723186100366,0
-166.7236633301,56.3684539795,421.723186100366,0
-166.7494659424,56.1073188782,466.180711697113,0
-166.81300354,56.3136672974,436.542016165881,0
-166.813659668,56.3124809265,436.542016165881,0
-166.8137512207,56.3122329712,436.542016165881,0
-165.5135955811,54.9204330444,400.207804029435,0
-170.3760070801,56.414478302,381.408416974673,0
-170.4287261963,56.4590988159,401.351093433161,0
-170.071762085,56.4599189758,354.628537118865,0
-170.1237030029,56.3652992249,388.091548767633,0
-170.1278381348,56.3654327393,368.80993682939,0
-170.4372558594,56.3552818298,408.282950192379,0
-170.2607727051,56.3535881042,363.079222301145,0
-170.2517547607,56.3662796021,363.079222301145,0
-170.2109527588,56.5349197388,374.005811409297,0
-170.0829925537,56.5356674194,380.092607326451,0
-170.074508667,56.5356521606,375.529420738584,0
-169.9595794678,56.5365180969,373.716152955478,0
-169.9593048096,56.5365180969,373.716152955478,0
-169.9560699463,56.5364990234,368.005063024354,0
-169.9541168213,56.5363883972,368.005063024354,0
-169.9540100098,56.536365509,368.005063024354,0
-169.953414917,56.5363197327,368.005063024354,0
-170.2100219727,56.5471000671,374.005811409297,0
-170.2114715576,56.5470542908,374.005811409297,0
-170.2141265869,56.5470352173,374.005811409297,0
-170.2155914307,56.547000885,374.005811409297,0
-170.2223205566,56.5468788147,374.005811409297,0
-170.2237243652,56.5468521118,374.005811409297,0
-170.2249298096,56.5468139648,374.005811409297,0
-170.2532806396,56.5582542419,396.431578405457,0
-170.2558135986,56.4555854797,341.065646298314,0
-170.2589416504,56.4570007324,341.065646298314,0
-170.2598571777,56.4617195129,341.065646298314,0
-170.2598571777,56.4625320435,341.065646298314,0
-170.2598876953,56.4640007019,341.065646298314,0
-170.0648193359,56.5939865112,363.034650481473,0
-170.0888061523,56.6047668457,397.282402573624,0
-170.0751495361,56.6047859192,374.819700943894,0
-170.1413574219,56.6168136597,397.282402573624,0
-170.2068023682,56.5930786133,404.660212863047,0
-166.7464752197,56.7081680298,377.191704685755,0
-166.7460479736,56.5615463257,405.666778629707,0
-166.7460327148,56.5602149963,405.666778629707,0
-166.7461395264,56.5583992004,405.666778629707,0
-166.7469940186,56.4860534668,410.220182192014,0
-166.746963501,56.4857673645,410.220182192014,0
-166.7471008301,56.4845199585,410.220182192014,0
-166.7471008301,56.4842338562,410.220182192014,0
-166.747253418,56.4838981628,410.220182192014,0
-166.7487335205,56.4097862244,399.305374706323,0
-166.8679351807,56.4180335999,412.268373369452,0
-166.8703155518,56.3211212158,415.375689522563,0
-166.8704681396,56.317401886,415.375689522563,0
-166.8290557861,56.297252655,450.443753456218,0
-166.6987304688,56.297164917,475.772398322679,0
-166.8012542725,56.2860679626,450.443753456218,0
-165.7258605957,57.8280792236,373.013963796185,0
-165.7029418945,57.9455451965,343.011450769824,0
-165.6753082275,57.9303016663,343.011450769824,0
-165.6752624512,57.9297676086,357.149715210496,0
-165.5236206055,57.813079834,370.006463467471,2
-165.5013885498,57.7712783813,380.377449582642,2
-165.5026702881,57.8390808105,370.006463467471,2
-165.5038452148,57.9042816162,365.892150788767,2
-165.4765319824,57.8750648499,355.68097371217,2
-165.4765319824,57.8742675781,355.68097371217,2
-165.4764251709,57.8728675842,355.68097371217,2
-165.4765319824,57.8716659546,355.68097371217,2
-165.4762573242,57.8031196594,373.788418539622,0
-165.4761047363,57.8019866943,373.788418539622,0
-165.4760284424,57.8016319275,373.788418539622,0
-165.4760742188,57.8012809753,373.788418539622,0
-165.4761047363,57.8012008667,373.788418539622,0
-165.4760131836,57.7992515564,373.788418539622,0
-165.4760131836,57.7989883423,373.788418539622,0
-165.4753875732,57.792098999,373.788418539622,0
-165.8634338379,57.8044128418,357.732565633959,0
-165.9375762939,57.8082542419,355.19426986871,0
-165.9385528564,57.8090515137,355.19426986871,0
-165.9382171631,57.8093338013,355.19426986871,0
-165.9376831055,57.8094139099,355.19426986871,0
-165.9368133545,57.8093452454,355.19426986871,0
-166.1620635986,57.8238983154,378.713316263056,0
-166.2163391113,58.0051002502,341.059669931345,0
-166.2149810791,58.0281181335,351.317383838854,0
-166.2400665283,57.9520683289,348.187768551529,0
-166.2674560547,58.0608673096,349.670955293671,0
-166.2448730469,58.0722007751,349.670955293671,0
-166.2132720947,58.0240516663,351.317383838854,0
-166.2131958008,58.0235862732,351.317383838854,0
-166.2134399414,58.0229682922,351.317383838854,0
-166.2135314941,58.0226325989,351.317383838854,0
-166.2135162354,58.022567749,351.317383838854,0
-166.2134094238,58.0222129822,351.317383838854,0
-166.2133483887,58.0218544006,351.317383838854,0
-166.2136077881,58.0210342407,351.317383838854,0
-166.2131500244,57.9491004944,348.187768551529,0
-166.2130432129,57.9488143921,348.187768551529,0
-166.2129058838,57.9485664368,348.187768551529,0
-166.2128753662,57.9485015869,348.187768551529,0
-166.2128143311,57.9482116699,348.187768551529,0
-166.2128143311,57.9481201172,348.187768551529,0
-166.2128601074,57.9478797913,348.187768551529,0
-166.2129821777,57.9476318359,348.187768551529,0
-166.2130432129,57.947479248,348.187768551529,0
-166.2129669189,57.9468536377,348.187768551529,0
-166.2129516602,57.9467658997,348.187768551529,0
-166.2129364014,57.9466781616,348.187768551529,0
-166.2129211426,57.9464683533,348.187768551529,0
-166.2129211426,57.9463005066,348.187768551529,0
-166.2119293213,57.8768997192,372.030048620941,0
-166.2116088867,57.8745651245,372.030048620941,0
-166.1897888184,57.8871192932,372.030048620941,0
-166.1898345947,57.9076805115,351.311204700206,0
-166.1898193359,57.908454895,351.311204700206,0
-166.1898040771,58.0916137695,358.492580323521,0
-166.1875,58.1138801575,354.117236751029,0
-166.1875762939,57.9405860901,348.187768551529,0
-166.1879272461,57.9383468628,348.187768551529,0
-166.1883087158,57.9220924377,351.311204700206,0
-166.1876525879,57.8570785522,372.030048620941,0
-166.1149139404,58.0252609253,341.75547806931,0
-166.1149749756,58.0499458313,341.75547806931,0
-166.090133667,57.9941253662,352.823245576413,0
-166.0646057129,57.9519119263,361.381483093428,0
-166.067855835,58.0829811096,356.642575273153,0
-166.0749816895,58.1055717468,363.230785669266,0
-166.1140594482,58.0472412109,341.75547806931,0
-166.1141662598,58.0461120605,341.75547806931,0
-166.1142425537,58.0459594727,341.75547806931,0
-166.1140289307,58.0451660156,341.75547806931,0
-166.1140594482,58.0450515747,341.75547806931,0
-166.1140899658,58.0447349548,341.75547806931,0
-166.1141052246,58.044631958,341.75547806931,0
-166.1140594482,58.044418335,341.75547806931,0
-166.1138916016,58.0439338684,341.75547806931,0
-166.1150665283,57.9371871948,348.203754246058,0
-166.114151001,57.9002075195,343.588732692607,0
-166.1139984131,57.8998718262,343.588732692607,0
-166.1140136719,57.8997879028,343.588732692607,0
-166.1139678955,57.8997077942,343.588732692607,0
-166.1139526367,57.8989257812,343.588732692607,0
-166.0396728516,58.0845680237,356.715322724413,0
-166.0120239258,58.0198936462,352.796341925021,0
-166.013381958,57.93932724,361.381483093428,0
-166.013381958,57.9391479492,361.381483093428,0
-166.0141296387,57.8804130554,374.964187577097,0
-166.0389709473,57.8670806885,374.964187577097,0
-166.0980682373,57.8432350159,369.590674910927,0
-166.3229522705,57.8737678528,359.610722667709,0
-166.2947845459,57.9154548645,336.428358228397,0
-166.2935333252,57.9890403748,345.100979245788,0
-166.3162994385,58.1166000366,365.740468215159,0
-166.321105957,58.1159591675,365.740468215159,0
-166.3228759766,58.1157341003,365.740468215159,0
-166.3321533203,58.1141662598,365.740468215159,0
-166.3336181641,58.1138381958,365.740468215159,0
-166.335144043,58.1135063171,365.740468215159,0
-166.3367462158,58.1131668091,365.740468215159,0
-166.3413085938,58.1124000549,365.740468215159,0
-166.3412475586,58.1123809814,365.740468215159,0
-166.340637207,58.0410385132,353.654372386289,0
-166.3417816162,57.9682807922,362.011575080649,0
-166.3682403564,58.0297813416,353.654372386289,0
-166.3677215576,58.0531539917,353.654372386289,0
-166.3931732178,57.9955749512,329.235512524202,0
-166.3674468994,57.943359375,362.011575080649,0
-166.4434356689,58.0004005432,329.235512524202,0
-166.4412536621,58.0699119568,372.673572369906,0
-166.4412231445,58.0697250366,372.673572369906,0
-166.4410705566,58.0688514709,372.673572369906,0
-166.441116333,58.0685806274,372.673572369906,0
-166.4420471191,57.9925270081,329.235512524202,0
-166.44190979,57.9922981262,329.235512524202,0
-166.4418945312,57.958694458,342.533509231673,0
-166.5189666748,58.1435050964,387.384099781807,0
-166.5421447754,57.936214447,400.289213866506,0
-166.5421295166,57.936000824,400.289213866506,0
-166.5409851074,57.8636550903,336.878967247728,0
-166.5409393311,57.8629951477,336.878967247728,0
-166.5409088135,57.8623275757,336.878967247728,0
